sentence_id,sentence,obj1_shape,obj1_colour,obj1_size,relation,obj2_shape,obj2_colour,obj2_size,template_id
314,there is a small yellow oval to the left of a medium red triangle,oval,yellow,small,to the left of,triangle,red,medium,2
315,a small triangle is next to a small rectangle,triangle,grey,small,next to,rectangle,brown,small,5
316,a small grey circle is positioned to the right of a small brown square,circle,grey,small,to the right of,square,brown,small,6
317,there is a small brown cylinder next to a medium green triangle,cylinder,brown,small,next to,triangle,green,medium,2
318,a pink circle is next to a blue triangle,circle,pink,medium,next to,triangle,blue,small,4
319,a large pink square is inside a small red square,square,pink,large,inside,square,red,small,1
320,a medium green sphere is above a medium blue rectangle,sphere,green,medium,above,rectangle,blue,medium,1
321,there is a small pink hexagon above a large purple cube,hexagon,pink,small,above,cube,purple,large,2
322,one small pink sphere is above one medium green pentagon,sphere,pink,small,above,pentagon,green,medium,3
323,there is a small purple oval inside a large pink circle,oval,purple,small,inside,circle,pink,large,2
324,a medium pink circle is positioned to the left of a medium yellow pentagon,circle,pink,medium,to the left of,pentagon,yellow,medium,6
325,a large brown triangle is positioned next to a small green sphere,triangle,brown,large,next to,sphere,green,small,6
326,there is a small blue cube next to a small orange oval,cube,blue,small,next to,oval,orange,small,2
327,there is a small brown pentagon above a large green circle,pentagon,brown,small,above,circle,green,large,2
328,a grey sphere is above an orange triangle,sphere,grey,small,above,triangle,orange,large,4
329,a medium green cylinder is below a medium red square,cylinder,green,medium,below,square,red,medium,1
330,there is a large brown sphere above a large pink oval,sphere,brown,large,above,oval,pink,large,2
331,a grey oval is to the left of a blue pentagon,oval,grey,large,to the left of,pentagon,blue,large,4
332,a large blue sphere is below a large pink circle,sphere,blue,large,below,circle,pink,large,1
333,an orange oval is next to a grey oval,oval,orange,medium,next to,oval,grey,small,4
334,one medium yellow cylinder is to the left of one large purple pentagon,cylinder,yellow,medium,to the left of,pentagon,purple,large,3
335,there is a small yellow rectangle to the right of a small brown circle,rectangle,yellow,small,to the right of,circle,brown,small,2
336,a small purple circle is positioned above a large grey pentagon,circle,purple,small,above,pentagon,grey,large,6
337,one small pink square is inside one large brown triangle,square,pink,small,inside,triangle,brown,large,3
338,one small grey circle is above one medium orange cylinder,circle,grey,small,above,cylinder,orange,medium,3
339,a large green hexagon is positioned to the left of a large pink pentagon,hexagon,green,large,to the left of,pentagon,pink,large,6
340,one medium green pentagon is inside one small red triangle,pentagon,green,medium,inside,triangle,red,small,3
341,one small blue triangle is above one small grey square,triangle,blue,small,above,square,grey,small,3
342,a medium blue hexagon is positioned inside a medium pink pentagon,hexagon,blue,medium,inside,pentagon,pink,medium,6
343,there is a small orange square above a medium yellow pentagon,square,orange,small,above,pentagon,yellow,medium,2
344,a large pentagon is to the left of a large rectangle,pentagon,grey,large,to the left of,rectangle,red,large,5
345,a small sphere is inside a medium triangle,sphere,grey,small,inside,triangle,grey,medium,5
346,a large rectangle is inside a small square,rectangle,yellow,large,inside,square,brown,small,5
347,there is a medium yellow triangle to the right of a large green pentagon,triangle,yellow,medium,to the right of,pentagon,green,large,2
348,a medium pentagon is inside a small cylinder,pentagon,orange,medium,inside,cylinder,purple,small,5
349,a medium red square is next to a medium brown sphere,square,red,medium,next to,sphere,brown,medium,1
350,there is a medium orange sphere inside a large yellow square,sphere,orange,medium,inside,square,yellow,large,2
351,a small circle is above a small cylinder,circle,blue,small,above,cylinder,purple,small,5
352,a small pentagon is above a small circle,pentagon,grey,small,above,circle,purple,small,5
353,a medium orange oval is to the right of a medium red triangle,oval,orange,medium,to the right of,triangle,red,medium,1
354,a small orange hexagon is positioned above a large blue hexagon,hexagon,orange,small,above,hexagon,blue,large,6
355,a large hexagon is above a large pentagon,hexagon,green,large,above,pentagon,brown,large,5
356,one large orange triangle is next to one medium red pentagon,triangle,orange,large,next to,pentagon,red,medium,3
357,a medium triangle is below a large hexagon,triangle,pink,medium,below,hexagon,pink,large,5
358,a small orange circle is above a medium yellow rectangle,circle,orange,small,above,rectangle,yellow,medium,1
359,a medium grey pentagon is below a large orange pentagon,pentagon,grey,medium,below,pentagon,orange,large,1
360,a large circle is next to a medium rectangle,circle,orange,large,next to,rectangle,purple,medium,5
361,a small purple oval is to the left of a large purple cube,oval,purple,small,to the left of,cube,purple,large,1
362,a large red oval is inside a small red cube,oval,red,large,inside,cube,red,small,1
363,a large triangle is to the right of a medium cylinder,triangle,blue,large,to the right of,cylinder,brown,medium,5
364,a blue cylinder is above a yellow triangle,cylinder,blue,medium,above,triangle,yellow,medium,4
365,one small brown circle is above one medium orange square,circle,brown,small,above,square,orange,medium,3
366,there is a small purple circle below a medium green cylinder,circle,purple,small,below,cylinder,green,medium,2
367,a large brown cylinder is positioned above a medium purple square,cylinder,brown,large,above,square,purple,medium,6
368,one large grey sphere is next to one large pink rectangle,sphere,grey,large,next to,rectangle,pink,large,3
369,there is a medium red oval inside a small pink sphere,oval,red,medium,inside,sphere,pink,small,2
370,a small square is above a small cube,square,green,small,above,cube,grey,small,5
371,a large pink cube is to the left of a medium yellow cube,cube,pink,large,to the left of,cube,yellow,medium,1
372,one large yellow square is above one medium blue rectangle,square,yellow,large,above,rectangle,blue,medium,3
373,a small hexagon is above a large square,hexagon,purple,small,above,square,pink,large,5
374,a large purple sphere is to the left of a large orange hexagon,sphere,purple,large,to the left of,hexagon,orange,large,1
375,one medium blue oval is to the right of one medium yellow circle,oval,blue,medium,to the right of,circle,yellow,medium,3
376,a medium purple cube is positioned next to a large pink square,cube,purple,medium,next to,square,pink,large,6
377,one medium purple triangle is to the left of one medium green triangle,triangle,purple,medium,to the left of,triangle,green,medium,3
378,one large purple cylinder is to the left of one medium brown oval,cylinder,purple,large,to the left of,oval,brown,medium,3
379,a large triangle is to the right of a small pentagon,triangle,grey,large,to the right of,pentagon,blue,small,5
380,a blue square is inside a purple rectangle,square,blue,medium,inside,rectangle,purple,medium,4
381,one small purple pentagon is below one medium blue pentagon,pentagon,purple,small,below,pentagon,blue,medium,3
382,a small blue pentagon is positioned to the left of a large brown cube,pentagon,blue,small,to the left of,cube,brown,large,6
383,a small grey circle is above a medium blue triangle,circle,grey,small,above,triangle,blue,medium,1
384,a medium brown hexagon is below a small yellow circle,hexagon,brown,medium,below,circle,yellow,small,1
385,one medium red cube is below one medium brown circle,cube,red,medium,below,circle,brown,medium,3
386,a medium square is inside a small pentagon,square,brown,medium,inside,pentagon,green,small,5
387,a medium orange triangle is positioned above a small yellow sphere,triangle,orange,medium,above,sphere,yellow,small,6
388,there is a small purple oval to the right of a large purple square,oval,purple,small,to the right of,square,purple,large,2
389,a small grey hexagon is below a large pink triangle,hexagon,grey,small,below,triangle,pink,large,1
390,there is a small orange rectangle to the left of a small purple oval,rectangle,orange,small,to the left of,oval,purple,small,2
391,there is a medium green triangle next to a large grey oval,triangle,green,medium,next to,oval,grey,large,2
392,a large grey triangle is positioned below a medium purple square,triangle,grey,large,below,square,purple,medium,6
393,a yellow pentagon is to the left of a grey circle,pentagon,yellow,large,to the left of,circle,grey,large,4
394,a medium triangle is next to a small pentagon,triangle,pink,medium,next to,pentagon,grey,small,5
395,a small yellow cylinder is above a large purple sphere,cylinder,yellow,small,above,sphere,purple,large,1
396,there is a large yellow cylinder above a medium green pentagon,cylinder,yellow,large,above,pentagon,green,medium,2
397,a large yellow rectangle is positioned below a large grey pentagon,rectangle,yellow,large,below,pentagon,grey,large,6
