sentence_id,sentence,number,num_digits,colour,size,template_id
578,the number 456 in brown colour and small size,456,3,brown,small,2
579,a large brown number 2,2,1,brown,large,5
580,the number 222 in pink colour and medium size,222,3,pink,medium,2
581,a medium green number 1715,1715,4,green,medium,5
582,a large pink number 1181,1181,4,pink,large,5
583,a large grey 87,87,2,grey,large,1
584,the number 868 in pink colour and small size,868,3,pink,small,2
585,the number 87 in pink colour and medium size,87,2,pink,medium,2
586,the number 2467 in blue colour and medium size,2467,4,blue,medium,2
587,a blue number 5 of medium size,5,1,blue,medium,3
588,a brown number 577 of small size,577,3,brown,small,3
589,a medium red 52,52,2,red,medium,1
590,a medium grey 7555,7555,4,grey,medium,1
591,a small orange number 9,9,1,orange,small,5
592,a medium 88 in blue colour,88,2,blue,medium,4
593,a medium 5408 in green colour,5408,4,green,medium,4
594,a large yellow 2560,2560,4,yellow,large,1
595,a medium brown 2,2,1,brown,medium,1
596,a purple number 22 of medium size,22,2,purple,medium,3
597,a large 37 in brown colour,37,2,brown,large,4
598,a small red number 43,43,2,red,small,5
599,the number 2950 in green colour and large size,2950,4,green,large,2
600,a yellow number 3 of small size,3,1,yellow,small,3
601,the number 925 in red colour and small size,925,3,red,small,2
602,a large 25 in red colour,25,2,red,large,4
603,the number 55 in pink colour and large size,55,2,pink,large,2
604,a large 7862 in blue colour,7862,4,blue,large,4
605,a large grey number 2964,2964,4,grey,large,5
606,a green number 931 of small size,931,3,green,small,3
607,the number 24 in brown colour and large size,24,2,brown,large,2
608,a large purple 70,70,2,purple,large,1
609,a green number 744 of small size,744,3,green,small,3
610,a large pink 958,958,3,pink,large,1
611,a medium purple number 50,50,2,purple,medium,5
612,the number 58 in yellow colour and small size,58,2,yellow,small,2
613,a medium 22 in blue colour,22,2,blue,medium,4
614,a medium 9 in pink colour,9,1,pink,medium,4
615,a small brown number 34,34,2,brown,small,5
616,a grey number 41 of small size,41,2,grey,small,3
617,a small 760 in orange colour,760,3,orange,small,4
618,the number 9 in orange colour and small size,9,1,orange,small,2
619,a large 256 in purple colour,256,3,purple,large,4
620,a purple number 106 of small size,106,3,purple,small,3
621,a large 7180 in yellow colour,7180,4,yellow,large,4
622,an orange number 989 of large size,989,3,orange,large,3
623,a small 2751 in brown colour,2751,4,brown,small,4
624,the number 62 in brown colour and medium size,62,2,brown,medium,2
625,the number 3 in yellow colour and small size,3,1,yellow,small,2
626,a medium 710 in orange colour,710,3,orange,medium,4
627,a small grey number 666,666,3,grey,small,5
628,a medium green 8441,8441,4,green,medium,1
629,a small green 9,9,1,green,small,1
630,a medium orange 49,49,2,orange,medium,1
631,a medium grey number 4782,4782,4,grey,medium,5
632,a medium yellow number 2,2,1,yellow,medium,5
633,a medium 474 in orange colour,474,3,orange,medium,4
634,a blue number 257 of medium size,257,3,blue,medium,3
635,a small red 71,71,2,red,small,1
636,a medium 6237 in yellow colour,6237,4,yellow,medium,4
637,a large brown number 8543,8543,4,brown,large,5
638,the number 1 in blue colour and small size,1,1,blue,small,2
639,a large 312 in brown colour,312,3,brown,large,4
640,a large 25 in blue colour,25,2,blue,large,4
641,the number 57 in pink colour and large size,57,2,pink,large,2
642,the number 204 in grey colour and small size,204,3,grey,small,2
643,a medium orange number 603,603,3,orange,medium,5
644,a red number 738 of medium size,738,3,red,medium,3
645,a large purple number 49,49,2,purple,large,5
646,the number 27 in green colour and medium size,27,2,green,medium,2
647,a medium red number 225,225,3,red,medium,5
648,the number 399 in purple colour and medium size,399,3,purple,medium,2
649,a red number 7 of small size,7,1,red,small,3
650,a blue number 28 of large size,28,2,blue,large,3
651,a large 881 in grey colour,881,3,grey,large,4
652,a small 6739 in brown colour,6739,4,brown,small,4
653,a small orange 99,99,2,orange,small,1
654,the number 8029 in orange colour and medium size,8029,4,orange,medium,2
655,a large 9 in pink colour,9,1,pink,large,4
656,a blue number 5 of large size,5,1,blue,large,3
657,a small 84 in grey colour,84,2,grey,small,4
658,a small grey 867,867,3,grey,small,1
659,a small 4 in pink colour,4,1,pink,small,4
660,the number 9713 in yellow colour and medium size,9713,4,yellow,medium,2
661,a large 953 in green colour,953,3,green,large,4
662,a small purple number 84,84,2,purple,small,5
663,a small 22 in yellow colour,22,2,yellow,small,4
664,a large yellow number 892,892,3,yellow,large,5
665,a small 399 in red colour,399,3,red,small,4
666,a green number 368 of medium size,368,3,green,medium,3
667,a large yellow 9145,9145,4,yellow,large,1
668,the number 49 in purple colour and large size,49,2,purple,large,2
669,a pink number 69 of large size,69,2,pink,large,3
670,a medium 28 in yellow colour,28,2,yellow,medium,4
671,the number 5215 in pink colour and medium size,5215,4,pink,medium,2
672,a large 4759 in purple colour,4759,4,purple,large,4
673,a blue number 9 of small size,9,1,blue,small,3
674,the number 866 in brown colour and large size,866,3,brown,large,2
675,the number 3 in blue colour and medium size,3,1,blue,medium,2
676,the number 6359 in grey colour and large size,6359,4,grey,large,2
677,a medium green number 478,478,3,green,medium,5
678,a large grey 6,6,1,grey,large,1
679,a medium green number 6422,6422,4,green,medium,5
680,a small 1918 in blue colour,1918,4,blue,small,4
681,a large 35 in brown colour,35,2,brown,large,4
682,a brown number 6291 of large size,6291,4,brown,large,3
683,a purple number 7 of small size,7,1,purple,small,3
684,a small 8 in green colour,8,1,green,small,4
685,a blue number 66 of large size,66,2,blue,large,3
686,a purple number 5234 of large size,5234,4,purple,large,3
687,an orange number 5400 of large size,5400,4,orange,large,3
688,a red number 1117 of large size,1117,4,red,large,3
689,a medium 5467 in blue colour,5467,4,blue,medium,4
690,a small purple 5210,5210,4,purple,small,1
691,a medium green number 48,48,2,green,medium,5
692,a large 1 in grey colour,1,1,grey,large,4
693,the number 715 in green colour and small size,715,3,green,small,2
694,a large red 8,8,1,red,large,1
695,a large green 12,12,2,green,large,1
696,a large yellow number 8839,8839,4,yellow,large,5
697,a blue number 8065 of large size,8065,4,blue,large,3
698,a small 3 in orange colour,3,1,orange,small,4
699,a small 90 in yellow colour,90,2,yellow,small,4
700,a large 82 in brown colour,82,2,brown,large,4
701,a medium yellow 7812,7812,4,yellow,medium,1
702,a medium brown number 77,77,2,brown,medium,5
703,the number 43 in yellow colour and medium size,43,2,yellow,medium,2
704,a large blue number 7,7,1,blue,large,5
705,a large 9565 in brown colour,9565,4,brown,large,4
706,a medium 9540 in grey colour,9540,4,grey,medium,4
707,a brown number 267 of medium size,267,3,brown,medium,3
708,an orange number 812 of small size,812,3,orange,small,3
709,a medium red number 98,98,2,red,medium,5
710,a medium grey number 8945,8945,4,grey,medium,5
711,a medium pink number 40,40,2,pink,medium,5
712,the number 860 in green colour and large size,860,3,green,large,2
713,a medium 413 in orange colour,413,3,orange,medium,4
714,a medium pink 647,647,3,pink,medium,1
715,a large orange number 716,716,3,orange,large,5
716,a green number 9541 of small size,9541,4,green,small,3
717,the number 5125 in yellow colour and large size,5125,4,yellow,large,2
718,a medium 62 in pink colour,62,2,pink,medium,4
719,a large 4 in purple colour,4,1,purple,large,4
720,an orange number 2973 of large size,2973,4,orange,large,3
721,a small yellow 4157,4157,4,yellow,small,1
722,a small grey number 52,52,2,grey,small,5
723,a medium orange number 95,95,2,orange,medium,5
724,the number 505 in brown colour and large size,505,3,brown,large,2
725,a small red number 195,195,3,red,small,5
726,the number 2 in brown colour and small size,2,1,brown,small,2
727,a small blue number 41,41,2,blue,small,5
728,the number 5381 in yellow colour and large size,5381,4,yellow,large,2
729,a pink number 27 of small size,27,2,pink,small,3
730,a small green 539,539,3,green,small,1
731,a grey number 3690 of large size,3690,4,grey,large,3
732,a medium 985 in pink colour,985,3,pink,medium,4
733,a large brown number 7452,7452,4,brown,large,5
734,a large 70 in green colour,70,2,green,large,4
735,an orange number 67 of small size,67,2,orange,small,3
736,an orange number 1072 of small size,1072,4,orange,small,3
737,the number 2249 in purple colour and medium size,2249,4,purple,medium,2
738,the number 625 in pink colour and large size,625,3,pink,large,2
739,a small 327 in purple colour,327,3,purple,small,4
740,a large red number 96,96,2,red,large,5
741,a small grey number 3,3,1,grey,small,5
742,a small pink number 6538,6538,4,pink,small,5
743,an orange number 7 of small size,7,1,orange,small,3
744,the number 346 in yellow colour and small size,346,3,yellow,small,2
745,a medium pink number 415,415,3,pink,medium,5
746,a medium orange 94,94,2,orange,medium,1
747,a small orange number 551,551,3,orange,small,5
748,a small brown 5445,5445,4,brown,small,1
749,a large red 97,97,2,red,large,1
750,the number 3315 in brown colour and small size,3315,4,brown,small,2
751,a pink number 59 of large size,59,2,pink,large,3
752,a medium pink 2435,2435,4,pink,medium,1
753,a small purple number 17,17,2,purple,small,5
754,a small 4329 in orange colour,4329,4,orange,small,4
755,the number 372 in brown colour and medium size,372,3,brown,medium,2
756,a medium 568 in red colour,568,3,red,medium,4
757,the number 6 in red colour and medium size,6,1,red,medium,2
758,a brown number 2384 of large size,2384,4,brown,large,3
759,a small 3545 in orange colour,3545,4,orange,small,4
760,a brown number 31 of medium size,31,2,brown,medium,3
761,a blue number 9 of large size,9,1,blue,large,3
762,a medium grey number 91,91,2,grey,medium,5
763,the number 41 in red colour and medium size,41,2,red,medium,2
764,a medium brown number 9,9,1,brown,medium,5
765,a grey number 64 of large size,64,2,grey,large,3
766,a small yellow 765,765,3,yellow,small,1
767,a large 6633 in red colour,6633,4,red,large,4
768,the number 4 in orange colour and large size,4,1,orange,large,2
769,a green number 4002 of medium size,4002,4,green,medium,3
770,a small purple number 9305,9305,4,purple,small,5
771,an orange number 4703 of large size,4703,4,orange,large,3
772,the number 4 in green colour and medium size,4,1,green,medium,2
773,a medium pink 804,804,3,pink,medium,1
774,a small purple number 25,25,2,purple,small,5
775,the number 41 in yellow colour and small size,41,2,yellow,small,2
776,a large brown 8,8,1,brown,large,1
777,an orange number 9949 of large size,9949,4,orange,large,3
778,a medium grey 4865,4865,4,grey,medium,1
779,a small yellow number 612,612,3,yellow,small,5
780,a large grey 7,7,1,grey,large,1
781,the number 731 in yellow colour and small size,731,3,yellow,small,2
782,the number 5693 in orange colour and large size,5693,4,orange,large,2
783,the number 1987 in pink colour and large size,1987,4,pink,large,2
784,a small green 413,413,3,green,small,1
785,a large purple number 1921,1921,4,purple,large,5
786,a large red 59,59,2,red,large,1
787,a large 8344 in blue colour,8344,4,blue,large,4
788,a large 930 in green colour,930,3,green,large,4
789,the number 99 in blue colour and medium size,99,2,blue,medium,2
790,the number 88 in red colour and small size,88,2,red,small,2
791,a small 4847 in blue colour,4847,4,blue,small,4
792,a yellow number 3066 of medium size,3066,4,yellow,medium,3
793,the number 43 in green colour and medium size,43,2,green,medium,2
794,a small grey 2592,2592,4,grey,small,1
795,a large 5562 in green colour,5562,4,green,large,4
796,a green number 84 of small size,84,2,green,small,3
797,a large brown number 2541,2541,4,brown,large,5
798,a red number 1 of large size,1,1,red,large,3
799,the number 895 in green colour and medium size,895,3,green,medium,2
800,the number 6463 in purple colour and large size,6463,4,purple,large,2
801,a large blue 39,39,2,blue,large,1
802,a large 668 in blue colour,668,3,blue,large,4
803,a small green 227,227,3,green,small,1
804,a large green 449,449,3,green,large,1
805,the number 827 in purple colour and large size,827,3,purple,large,2
806,the number 356 in orange colour and large size,356,3,orange,large,2
807,the number 97 in purple colour and medium size,97,2,purple,medium,2
808,the number 424 in pink colour and medium size,424,3,pink,medium,2
809,a medium blue 3,3,1,blue,medium,1
810,a large 52 in purple colour,52,2,purple,large,4
811,a medium grey number 7,7,1,grey,medium,5
812,the number 9 in red colour and small size,9,1,red,small,2
813,a large orange number 2343,2343,4,orange,large,5
814,a small 397 in red colour,397,3,red,small,4
815,a small purple number 14,14,2,purple,small,5
816,a medium grey number 3,3,1,grey,medium,5
817,a medium yellow number 4404,4404,4,yellow,medium,5
818,the number 53 in grey colour and medium size,53,2,grey,medium,2
819,a large purple 9529,9529,4,purple,large,1
820,a pink number 85 of large size,85,2,pink,large,3
821,the number 208 in brown colour and medium size,208,3,brown,medium,2
822,a red number 778 of large size,778,3,red,large,3
823,a medium 2 in blue colour,2,1,blue,medium,4
824,the number 689 in green colour and medium size,689,3,green,medium,2
825,a large orange 68,68,2,orange,large,1
826,a large pink number 2,2,1,pink,large,5
827,a large purple 3742,3742,4,purple,large,1
828,the number 6648 in pink colour and small size,6648,4,pink,small,2
829,a medium 8 in grey colour,8,1,grey,medium,4
830,a small 8594 in grey colour,8594,4,grey,small,4
831,a small orange 177,177,3,orange,small,1
832,the number 5258 in brown colour and small size,5258,4,brown,small,2
833,the number 9 in orange colour and medium size,9,1,orange,medium,2
834,a large red 362,362,3,red,large,1
835,a medium grey number 373,373,3,grey,medium,5
836,a large blue 3997,3997,4,blue,large,1
837,the number 219 in orange colour and medium size,219,3,orange,medium,2
838,a medium green 904,904,3,green,medium,1
839,a medium 60 in pink colour,60,2,pink,medium,4
