sentence_id,template_id,sentence,board_state,x_count,x_positions,o_count,o_positions
152,4,"X is placed in the bottom-center, the center, the bottom-right, and the middle-right, O is placed in the top-center, the top-left, the bottom-left, and the top-right",O|O|O|_|X|X|O|X|X,4,"bottom-center, center, bottom-right, middle-right",4,"top-center, top-left, bottom-left, top-right"
153,2,"X has played in the center and top-center, O has played in the bottom-right",_|X|_|_|X|_|_|_|O,2,"center, top-center",1,bottom-right
154,4,"X is placed in the top-left and middle-right, O is placed in the bottom-right and top-center",X|O|_|_|_|X|_|_|O,2,"top-left, middle-right",2,"bottom-right, top-center"
155,3,"X occupies the center, the bottom-left, and the middle-left, O occupies the top-right, the bottom-right, and the top-left",O|_|O|X|X|_|X|_|O,3,"center, bottom-left, middle-left",3,"top-right, bottom-right, top-left"
156,2,"X has played in the bottom-center, the middle-left, the top-center, and the top-left, O has played in the bottom-right, the top-right, the center, and the middle-right",X|X|O|X|O|O|_|X|O,4,"bottom-center, middle-left, top-center, top-left",4,"bottom-right, top-right, center, middle-right"
157,4,"X is placed in the top-left, the middle-right, and the middle-left, O is placed in the bottom-right and center",X|_|_|X|O|X|_|_|O,3,"top-left, middle-right, middle-left",2,"bottom-right, center"
158,1,"X is in the top-left and middle-left, O is in the top-center",X|O|_|X|_|_|_|_|_,2,"top-left, middle-left",1,top-center
159,1,"X is in the center and middle-left, O is in the top-right",_|_|O|X|X|_|_|_|_,2,"center, middle-left",1,top-right
160,5,"X marks the center, the top-right, the middle-left, the bottom-right, and the middle-right, O marks the bottom-left, the bottom-center, the top-left, and the top-center",O|O|X|X|X|X|O|O|X,5,"center, top-right, middle-left, bottom-right, middle-right",4,"bottom-left, bottom-center, top-left, top-center"
161,4,"X is placed in the bottom-right, the top-left, the top-center, the bottom-left, and the bottom-center, O is placed in the middle-left, the top-right, the middle-right, and the center",X|X|O|O|O|O|X|X|X,5,"bottom-right, top-left, top-center, bottom-left, bottom-center",4,"middle-left, top-right, middle-right, center"
162,2,"X has played in the top-left, O has played in the top-right",X|_|O|_|_|_|_|_|_,1,top-left,1,top-right
163,5,"X marks the middle-right and center, O marks the middle-left and bottom-center",_|_|_|O|X|X|_|O|_,2,"middle-right, center",2,"middle-left, bottom-center"
164,2,"X has played in the bottom-center and top-left, O has played in the top-center",X|O|_|_|_|_|_|X|_,2,"bottom-center, top-left",1,top-center
165,2,"X has played in the bottom-center, the top-center, and the top-right, O has played in the middle-left and bottom-left",_|X|X|O|_|_|O|X|_,3,"bottom-center, top-center, top-right",2,"middle-left, bottom-left"
166,2,"X has played in the top-center, the middle-left, the bottom-right, the top-right, and the bottom-center, O has played in the top-left, the center, the bottom-left, and the middle-right",O|X|X|X|O|O|O|X|X,5,"top-center, middle-left, bottom-right, top-right, bottom-center",4,"top-left, center, bottom-left, middle-right"
167,3,"X occupies the middle-left, the top-center, and the top-right, O occupies the top-left, the bottom-left, and the center",O|X|X|X|O|_|O|_|_,3,"middle-left, top-center, top-right",3,"top-left, bottom-left, center"
168,2,"X has played in the top-right, the middle-left, and the bottom-left, O has played in the top-center, the center, and the bottom-right",_|O|X|X|O|_|X|_|O,3,"top-right, middle-left, bottom-left",3,"top-center, center, bottom-right"
169,2,"X has played in the bottom-right, the middle-left, and the bottom-center, O has played in the top-right, the middle-right, and the top-left",O|_|O|X|_|O|_|X|X,3,"bottom-right, middle-left, bottom-center",3,"top-right, middle-right, top-left"
170,1,"X is in the top-left, the bottom-left, and the middle-left, O is in the center, the top-right, and the bottom-right",X|_|O|X|O|_|X|_|O,3,"top-left, bottom-left, middle-left",3,"center, top-right, bottom-right"
171,1,"X is in the middle-right, the top-right, the bottom-center, the top-left, and the bottom-right, O is in the middle-left, the center, the bottom-left, and the top-center",X|O|X|O|O|X|O|X|X,5,"middle-right, top-right, bottom-center, top-left, bottom-right",4,"middle-left, center, bottom-left, top-center"
172,1,"X is in the bottom-left, O is in none",_|_|_|_|_|_|X|_|_,1,bottom-left,0,
173,2,"X has played in the top-right and middle-left, O has played in the middle-right",_|_|X|X|_|O|_|_|_,2,"top-right, middle-left",1,middle-right
174,3,"X occupies the top-left, the top-center, the top-right, and the bottom-right, O occupies the middle-right, the bottom-center, the center, and the bottom-left",X|X|X|_|O|O|O|O|X,4,"top-left, top-center, top-right, bottom-right",4,"middle-right, bottom-center, center, bottom-left"
175,5,"X marks the bottom-left, the bottom-right, and the middle-right, O marks the top-center and bottom-center",_|O|_|_|_|X|X|O|X,3,"bottom-left, bottom-right, middle-right",2,"top-center, bottom-center"
176,4,"X is placed in the bottom-center, O is placed in the middle-right",_|_|_|_|_|O|_|X|_,1,bottom-center,1,middle-right
177,5,"X marks the bottom-left, the bottom-center, the top-center, the middle-right, and the middle-left, O marks the top-left, the top-right, the center, and the bottom-right",O|X|O|X|O|X|X|X|O,5,"bottom-left, bottom-center, top-center, middle-right, middle-left",4,"top-left, top-right, center, bottom-right"
178,3,"X occupies the top-center, the bottom-left, and the top-right, O occupies the middle-right, the center, and the middle-left",_|X|X|O|O|O|X|_|_,3,"top-center, bottom-left, top-right",3,"middle-right, center, middle-left"
179,3,"X occupies the middle-left, the middle-right, the top-left, the bottom-right, and the top-center, O occupies the center, the top-right, the bottom-left, and the bottom-center",X|X|O|X|O|X|O|O|X,5,"middle-left, middle-right, top-left, bottom-right, top-center",4,"center, top-right, bottom-left, bottom-center"
180,4,"X is placed in the center, O is placed in the bottom-left",_|_|_|_|X|_|O|_|_,1,center,1,bottom-left
181,2,"X has played in the top-right, the middle-left, and the bottom-center, O has played in the bottom-left and top-center",_|O|X|X|_|_|O|X|_,3,"top-right, middle-left, bottom-center",2,"bottom-left, top-center"
182,5,"X marks the bottom-right, the top-center, and the bottom-center, O marks the top-right and center",_|X|O|_|O|_|_|X|X,3,"bottom-right, top-center, bottom-center",2,"top-right, center"
183,3,"X occupies the top-left, the center, the middle-right, and the top-right, O occupies the bottom-center, the middle-left, and the top-center",X|O|X|O|X|X|_|O|_,4,"top-left, center, middle-right, top-right",3,"bottom-center, middle-left, top-center"
184,1,"X is in the middle-right and center, O is in the top-center and bottom-center",_|O|_|_|X|X|_|O|_,2,"middle-right, center",2,"top-center, bottom-center"
185,3,"X occupies the center, the top-center, the top-right, the top-left, and the bottom-right, O occupies the bottom-left, the bottom-center, the middle-right, and the middle-left",X|X|X|O|X|O|O|O|X,5,"center, top-center, top-right, top-left, bottom-right",4,"bottom-left, bottom-center, middle-right, middle-left"
186,2,"X has played in the top-center, O has played in the bottom-left",_|X|_|_|_|_|O|_|_,1,top-center,1,bottom-left
187,4,"X is placed in the bottom-left, the top-right, the center, and the bottom-right, O is placed in the middle-right, the top-left, the bottom-center, and the middle-left",O|_|X|O|X|O|X|O|X,4,"bottom-left, top-right, center, bottom-right",4,"middle-right, top-left, bottom-center, middle-left"
188,3,"X occupies the center, the middle-right, the top-left, the top-right, and the bottom-center, O occupies the middle-left, the top-center, the bottom-right, and the bottom-left",X|O|X|O|X|X|O|X|O,5,"center, middle-right, top-left, top-right, bottom-center",4,"middle-left, top-center, bottom-right, bottom-left"
189,3,"X occupies the bottom-center, the middle-right, the top-center, the top-left, and the bottom-left, O occupies the bottom-right, the top-right, the middle-left, and the center",X|X|O|O|O|X|X|X|O,5,"bottom-center, middle-right, top-center, top-left, bottom-left",4,"bottom-right, top-right, middle-left, center"
190,4,"X is placed in the bottom-right, the bottom-left, and the top-left, O is placed in the middle-left and center",X|_|_|O|O|_|X|_|X,3,"bottom-right, bottom-left, top-left",2,"middle-left, center"
191,3,"X occupies the top-left, the bottom-right, the middle-left, and the center, O occupies the bottom-left, the bottom-center, and the top-center",X|O|_|X|X|_|O|O|X,4,"top-left, bottom-right, middle-left, center",3,"bottom-left, bottom-center, top-center"
192,4,"X is placed in the top-right, the bottom-center, the center, and the middle-left, O is placed in the top-left, the bottom-left, the top-center, and the middle-right",O|O|X|X|X|O|O|X|_,4,"top-right, bottom-center, center, middle-left",4,"top-left, bottom-left, top-center, middle-right"
193,5,"X marks the bottom-left, O marks the top-center",_|O|_|_|_|_|X|_|_,1,bottom-left,1,top-center
194,1,"X is in the top-center, the middle-left, the center, and the top-left, O is in the bottom-left, the bottom-center, the bottom-right, and the middle-right",X|X|_|X|X|O|O|O|O,4,"top-center, middle-left, center, top-left",4,"bottom-left, bottom-center, bottom-right, middle-right"
195,5,"X marks the bottom-left, the center, and the middle-left, O marks the top-center and bottom-center",_|O|_|X|X|_|X|O|_,3,"bottom-left, center, middle-left",2,"top-center, bottom-center"
196,5,"X marks the middle-right and bottom-center, O marks the bottom-right",_|_|_|_|_|X|_|X|O,2,"middle-right, bottom-center",1,bottom-right
197,4,"X is placed in the bottom-right, the top-center, the middle-right, and the bottom-center, O is placed in the bottom-left, the top-right, the center, and the middle-left",_|X|O|O|O|X|O|X|X,4,"bottom-right, top-center, middle-right, bottom-center",4,"bottom-left, top-right, center, middle-left"
198,1,"X is in the top-left, the bottom-right, and the top-center, O is in the middle-right, the bottom-center, and the center",X|X|_|_|O|O|_|O|X,3,"top-left, bottom-right, top-center",3,"middle-right, bottom-center, center"
199,4,"X is placed in the top-left, O is placed in none",X|_|_|_|_|_|_|_|_,1,top-left,0,
200,4,"X is placed in the bottom-right, the top-left, and the top-right, O is placed in the middle-left and middle-right",X|_|X|O|_|O|_|_|X,3,"bottom-right, top-left, top-right",2,"middle-left, middle-right"
201,1,"X is in the bottom-right, the top-center, and the center, O is in the bottom-left, the top-left, and the middle-left",O|X|_|O|X|_|O|_|X,3,"bottom-right, top-center, center",3,"bottom-left, top-left, middle-left"
202,2,"X has played in the top-right, the middle-left, the bottom-right, the top-left, and the middle-right, O has played in the center, the top-center, the bottom-left, and the bottom-center",X|O|X|X|O|X|O|O|X,5,"top-right, middle-left, bottom-right, top-left, middle-right",4,"center, top-center, bottom-left, bottom-center"
203,1,"X is in the top-center, the center, the top-left, the top-right, and the bottom-center, O is in the bottom-right, the middle-right, the bottom-left, and the middle-left",X|X|X|O|X|O|O|X|O,5,"top-center, center, top-left, top-right, bottom-center",4,"bottom-right, middle-right, bottom-left, middle-left"
204,5,"X marks the middle-left, the center, the top-right, and the bottom-right, O marks the bottom-left, the top-left, and the top-center",O|O|X|X|X|_|O|_|X,4,"middle-left, center, top-right, bottom-right",3,"bottom-left, top-left, top-center"
205,3,"X occupies the center, the bottom-left, the top-center, and the top-right, O occupies the top-left, the middle-right, and the bottom-center",O|X|X|_|X|O|X|O|_,4,"center, bottom-left, top-center, top-right",3,"top-left, middle-right, bottom-center"
206,3,"X occupies the middle-right, the bottom-right, the bottom-center, and the top-left, O occupies the bottom-left, the top-right, and the center",X|_|O|_|O|X|O|X|X,4,"middle-right, bottom-right, bottom-center, top-left",3,"bottom-left, top-right, center"
207,2,"X has played in the top-left and center, O has played in the bottom-left and middle-right",X|_|_|_|X|O|O|_|_,2,"top-left, center",2,"bottom-left, middle-right"
208,4,"X is placed in the bottom-left, the top-left, and the middle-left, O is placed in the top-right, the top-center, and the bottom-right",X|O|O|X|_|_|X|_|O,3,"bottom-left, top-left, middle-left",3,"top-right, top-center, bottom-right"
209,1,"X is in the top-right, the middle-right, the center, the bottom-left, and the top-center, O is in the bottom-right, the top-left, the bottom-center, and the middle-left",O|X|X|O|X|X|X|O|O,5,"top-right, middle-right, center, bottom-left, top-center",4,"bottom-right, top-left, bottom-center, middle-left"
210,1,"X is in the top-center, O is in the top-left",O|X|_|_|_|_|_|_|_,1,top-center,1,top-left
211,3,"X occupies the top-left, the center, the bottom-left, and the middle-right, O occupies the top-right, the middle-left, the bottom-center, and the top-center",X|O|O|O|X|X|X|O|_,4,"top-left, center, bottom-left, middle-right",4,"top-right, middle-left, bottom-center, top-center"
212,4,"X is placed in the center, the top-right, and the middle-right, O is placed in the top-center, the bottom-left, and the bottom-right",_|O|X|_|X|X|O|_|O,3,"center, top-right, middle-right",3,"top-center, bottom-left, bottom-right"
213,2,"X has played in the bottom-center, the bottom-left, the bottom-right, the middle-left, and the middle-right, O has played in the top-right, the top-center, the center, and the top-left",O|O|O|X|O|X|X|X|X,5,"bottom-center, bottom-left, bottom-right, middle-left, middle-right",4,"top-right, top-center, center, top-left"
